id,name,dob,pob
0005098,Chris Klein,1979-03-14,"Hinsdale, Illinois, USA"
0005124,John Lasseter,1957-01-12,"Hollywood, California, USA"
0005132,Heath Ledger,1979-04-04,"Perth, Western Australia, Australia"
0005134,Jason Lee,1970-04-25,"Orange, California, USA"
0005148,Delroy Lindo,1952-11-18,"Eltham, London, England, UK"
0005151,Jonathan Lipnicki,1990-10-22,"Westlake Village, California, USA"
0005156,Eric Lloyd,1986-05-19,"Glendale, California, USA"
0005157,Jake Lloyd,1989-03-05,"Fort Collins, Colorado, USA"
0005162,Robert Loggia,1930-01-03,"New York, New York, USA"
0005188,James Marsden,1973-09-18,"Stillwater, Oklahoma, USA"
0005190,Garry Marshall,1934-11-13,"New York, New York, USA"
0005196,Paul Mazursky,1930-04-25,"Brooklyn, New York, USA"
0005212,Ian McKellen,1939-05-25,"Burnley, Lancashire, England, UK"
0005222,Sam Mendes,1965-08-01,"Reading, Berkshire, England, UK"
0005231,Dash Mihok,1974-05-24,"New York, New York, USA"
0005237,Anthony Minghella,1954-01-06,"Ryde, Isle of Wight, England, UK"
0005251,Carrie-Anne Moss,1967-08-21,"Vancouver, British Columbia, Canada"
0005253,Elisabeth Moss,1983-01-01,
0005256,Bridget Moynahan,1970-09-21,"Binghamton, New York, USA"
0005261,Brittany Murphy,1977-11-10,"Atlanta, Georgia, USA"
0005266,Craig T. Nelson,1946-04-04,"Spokane, Washington, USA"
0005272,Thomas Ian Nicholas,1980-07-10,"Las Vegas, Nevada, USA"
0005273,Alessandro Nivola,1972-06-28,"Boston, Massachusetts, USA"
0005278,Jerry O'Connell,1974-02-17,"New York, New York, USA"
0005280,Rosie O'Donnell,1962-03-21,"Commack, Long Island, New York, USA"
0005286,Haley Joel Osment,1988-04-10,"Los Angeles, California, USA"
0005303,Kimberly Peirce,1967-09-08,"Harrisburg, Pennsylvania, USA"
0005305,Piper Perabo,1977-10-31,"Toms River, New Jersey, USA"
0005316,Mary Kay Place,1947-09-23,"Tulsa, Oklahoma, USA"
0005321,Monica Potter,1971-06-30,"Cleveland, Ohio, USA"
0005327,Freddie Prinze Jr.,1976-03-08,"Los Angeles, California, USA"
0005331,Francesco Quinn,1962-03-22,"Rome, Italy"
0005366,Jay Roach,,"Albuquerque, New Mexico, USA"
0005380,Ray Romano,1957-12-21,"Queens, New York, USA"
0005398,Michael Saucedo,1976-07-11,"Los Angeles, California, USA"
0005436,John Singleton,1968-01-06,"Los Angeles, California, USA"
0005443,Jean Smart,1959-09-13,"Seattle, Washington, USA"
0005460,Mary Steenburgen,1953-02-08,"Newport, Arkansas, USA"
0005466,Julia Stiles,1981-03-28,"New York, New York, USA"
0005476,Hilary Swank,1974-07-30,"Lincoln, Nebraska, USA"
0005491,Maura Tierney,1965-02-03,"Boston, Massachusetts, USA"
0005517,Gabrielle Union,1973-10-29,"Omaha, Nebraska, USA"
0005520,Amber Valletta,1974-02-09,"Phoenix, Arizona, USA"
0005540,Keenen Ivory Wayans,1958-06-08,"New York, New York, USA"
0005562,Owen Wilson,1968-11-18,"Dallas, Texas, USA"
0005569,Alfre Woodard,1952-11-08,"Tulsa, Oklahoma, USA"
0006452,Stanley Kramer,1913-09-29,"Brooklyn, New York, New York, USA"
0006487,Jim Sheridan,1949-02-06,"Dublin, Ireland"
0006625,Steve Barron,1956-05-04,"Dublin, Ireland"
0006800,Sandy Dennis,1937-04-27,"Hastings, Nebraska, USA"
0006889,Herbert Ross,1927-05-13,"Brooklyn, New York, New York, USA"
0006890,Paul Scofield,1922-01-21,"Hurstpierpoint, West Sussex, England, UK"
0006893,John Vernon,1932-02-24,"Montreal, Quebec, Canada"
0006960,John Madden,1949-04-08,"Portsmouth, Hampshire, England, UK"
0007217,Jack Carson,1910-10-27,"Carman, Manitoba, Canada"
0007222,Paul Douglas,1907-04-11,"Philadelphia, Pennsylvania, USA"
0007223,James Dunn,1905-11-02,"New York, New York, USA"
0009190,J.J. Abrams,1966-06-27,"New York, New York, USA"
0011741,Wesley Addy,1913-08-04,"Omaha, Nebraska, USA"
0014883,Maria Aitken,1945-09-12,"Dublin, Ireland"
0016776,Jack Albertson,1907-06-16,"Malden, Massachusetts, USA"
0019221,Phillip Alford,1948-09-11,"Gadsden, Alabama, USA"
0019569,Mary Alice,1941-12-03,"Indianola, Mississippi, USA"
0021249,Roger Allers,,
0025309,John Amos,1939-12-27,"Newark, New Jersey, USA"
0026286,Bill Anderson Jr.,,
0027156,Mary Anderson,1920-04-03,"Birmingham, Alabama, USA"
0027183,Michael Anderson,1920-01-30,"London, England, UK"
0028625,David Andrews,1952-01-01,"Baton Rouge, Louisiana, USA"
0029456,Heather Angel,1909-02-09,"Oxford, Oxfordshire, England, UK"
0030991,Ray Anthony,,
0031398,Lou Antonio,1934-01-23,"Oklahoma City, Oklahoma, USA"
0031655,Christine Anu,1970-01-01,"Cairns, Queensland, Australia"
0032370,Noel Appleby,,
0033758,Craig Archibald,,
0035159,Richard Arlen,1898-09-01,"Charlottesville, Virginia, USA"
0036427,Edward Arnold,1890-02-18,"New York, New York, USA"
0037410,Karina Arroyave,1969-07-16,Colombia
0039226,John Ashton,1948-02-22,"Springfield, Massachusetts, USA"
0040012,Alexandra Astin,1996-11-27,"California, USA"
0040058,David Aston,,
0040374,Roscoe Ates,1895-01-20,"Grange, Missouri, USA"
0040586,Eileen Atkins,1934-06-16,"Clapton, London, England, UK"
0041165,Roy Atwell,1878-05-02,"Syracuse, New York, USA"
0041681,Mischa Auer,1905-11-17,"St. Petersburg, Russia"
0045324,John Bach,,
0045968,Hermione Baddeley,1906-11-13,"Broseley, Shropshire, England, UK"
0046420,Giacomo Baessato,,
0047810,Fay Bainter,1891-12-07,"Los Angeles, California, USA"
0048127,Helmut Bakaitis,1944-01-01,"Lauban, Germany"
0049079,Dato Bakhtadze,,
0051509,Eric Bana,1968-08-09,"Melbourne, Victoria, Australia"
0051628,George Bancroft,1882-09-30,"Philadelphia, Pennsylvania, USA"
0051856,Victor Banerjee,1946-10-15,"Calcutta, West Bengal, India"
0054135,Ben Bard,1893-01-26,"Milwaukee, Wisconsin, USA"
0056187,Sacha Baron Cohen,1971-10-13,"London, England, UK"
0058581,Justin Bartha,1978-07-21,"West Bloomfield, Michigan, USA"
0059215,Mischa Barton,1986-01-24,"London, England, UK"
0059431,Jay Baruchel,1982-04-09,"Ottawa, Ontario, Canada"
0061770,Cate Bauer,,
0062642,Barbara Baxley,1923-01-01,"Porterville, California, USA"
0062828,Warner Baxter,1889-03-29,"Columbus, Ohio, USA"
0063571,Kate Beahan,,
0064600,Harry Beaumont,1888-02-10,"Abilene, Kansas, USA"
0065320,Graham Beckel,1950-01-01,"Old Lyme, Connecticut, USA"
0065942,Irene Bedard,1967-07-22,"Anchorage, Alaska, USA"
0068206,Francine Bell,,
0070592,Mia Bendixsen,,
0070801,Paul Benedict,1938-09-17,"Silver City, New Mexico, USA"
0071636,Bruce Bennett,1906-05-19,"Tacoma, Washington, USA"
0071851,Joseph Bennett,,
0072578,Martin Benson,1918-08-10,"London, England, UK"
0074426,Bibo Bergeron,,
0074596,Herbert Berghof,1909-09-13,"Vienna, Austria"
0077720,Michael Berryman,1948-09-04,"Los Angeles, California, USA"
0079273,Paul Bettany,1971-05-27,"London, England, UK"
0082979,Sergio Bini Bustric,,
0083348,Brad Bird,1957-09-11,"Kalispell, Montana, USA"
0083781,Cecelia Ann Birt,,
0085312,Jack Black,1969-08-28,"Hermosa Beach, California, USA"
0085782,Sidney Blackmer,1895-07-13,"Salisbury, North Carolina, USA"
0086198,Betsy Blair,1923-12-11,"Cliffside Park, New Jersey, USA"
0086322,Pamela Blair,1949-12-05,"Bennington, Vermont, USA"
0088520,Lucille Bliss,1916-03-31,"New York City, New York, USA"
0089217,Orlando Bloom,1977-01-13,"Canterbury, Kent, England, UK"
0089244,Verna Bloom,1939-08-07,"Lynn, Massachusetts, USA"
0089348,Roberts Blossom,1924-01-01,"New Haven, Connecticut, USA"
0089408,Lisa Blount,1957-07-01,"Fayetteville, Arkansas, USA"
0094036,Rudy Bond,1912-10-01,"Philadelphia, Pennsylvania, USA"
0094135,Beulah Bondi,1888-05-03,"Chicago, Illinois, USA"
0095017,Hugh Bonneville,1963-11-10,"England, UK"
0095804,Shirley Booth,1898-08-30,"New York, New York, USA"
0097648,Frank Borzage,1893-04-23,"Salt Lake City, Utah, USA"
0097842,Philip Bosco,1930-09-26,"Jersey City, New Jersey, USA"
0098378,Kate Bosworth,1983-01-02,"Los Angeles, California, USA"
0100758,Dorris Bowdon,1915-12-27,"Coldwater, Mississippi, USA"
0100942,Malick Bowens,,
0101955,William Boyd,1895-06-05,"Hendrysburg, Ohio, USA"
0101992,Phyllis Boyens,,
0102566,Marcel Bozzuffi,1929-10-28,"Rennes, France"
0103071,Richard Bradford,1937-11-10,"Tyler, Texas, USA"
0103537,Terry Bradshaw,1948-09-02,"Shreveport, Louisiana, USA"
0103567,Alice Brady,1892-11-02,"New York, New York, USA"
0103785,Zach Braff,1975-04-06,"South Orange, New Jersey, USA"
0104051,Justin Braine,,
0105169,Ash Brannon,,
0105462,Keefe Brasselle,1923-02-07,"Elyria, Ohio, USA"
0107151,El Brendel,1890-03-25,"Philadelphia, Pennsylvania, USA"
0107574,Evelyn Brent,1899-10-20,"Tampa, Florida, USA"
0107575,George Brent,1904-03-15,"Shannonsbridge, County Dublin, Ireland"
0108287,Jordana Brewster,1980-04-26,"Panama City, Panama"
0108511,Fanny Brice,1891-10-29,"New York, New York, USA"
0108745,James Bridges,1936-02-03,"Paris, Arkansas, USA"
0109773,David Brisbin,,
0110480,Peter Brocco,1903-01-16,"Reading, Pennsylvania, USA"
0111013,Adam Brody,1979-12-15,"San Diego, California, USA"
0111376,Eleanor Bron,1934-03-14,"Stanmore, Middlesex, England, UK"
0111612,Clive Brook,1887-06-01,"London, England, UK"
0111948,David Allen Brooks,1947-01-09,"Los Angeles, California, USA"
0112218,Richard Brooks,1912-05-18,"Philadelphia, Pennsylvania, USA"
0112395,Edward Brophy,1895-02-27,"New York, New York, USA"
0113284,Clarence Brown,1890-05-10,"Clinton, Massachusetts, USA"
0113505,Eleonora Brown,,
0113769,James Brown,1920-03-22,"Desdemona, Texas, USA"
0113867,Joe Brown,1884-02-11,"New York, New York, USA"
0113902,Johnny Mack Brown,1904-09-01,"Dothan, Alabama, USA"
0114386,Pamela Brown,1917-07-08,"London, England, UK"
0114787,Thomas Wilson Brown,1972-12-27,"Lusk, Wyoming, USA"
0114847,Vanessa Brown,1928-03-24,"Vienna, Austria"
0115558,Nigel Bruce,1895-02-14,"Ensenada, Mexico"
0117035,Adam Bryant,,
0118081,Stuart Buchanan,,
0118333,Chris Buck,,
0119988,Peter Bull,1912-03-21,"London, England, UK"
0121282,Dorothy Burgess,1907-03-04,"Los Angeles, California, USA"
0122653,Edward Burns,1968-01-29,"Woodside, Queens County, New York, USA"
0122675,George Burns,1896-01-20,"New York, New York, USA"
0123680,Norman Burton,1923-12-05,"New York City, New York, USA"
0124100,Billy Green Bush,1935-01-01,
0124877,David Butler,1894-12-17,"San Francisco, California, USA"
0128050,Michael Cacoyannis,1922-06-11,"Limassol, Cyprus"
0129955,Joseph Cali,1950-03-30,"New York City, New York, USA"
0130282,K Callan,1942-01-09,"Dallas, Texas, USA"
0130286,Michael Callan,1935-11-22,"Philadelphia, Pennsylvania, USA"
0134201,J.D. Cannon,1922-04-24,"Salmon, Idaho, USA"
0134594,Cantinflas,1911-08-12,"Mexico City, Mexico"
0136797,Steve Carell,1962-08-16,"Concord, Massachusetts, USA"
0137140,Gia Carides,1964-06-07,"Sydney, New South Wales, Australia"
0138770,Art Carney,1918-11-04,"Mount Vernon, New York, USA"
0138885,Morris Carnovsky,1897-09-05,"St. Louis, Missouri, USA"
0143295,Max Casella,1967-06-06,"Washington, District of Columbia, USA"
0143314,Adriana Caselotti,1916-05-16,"Bridgeport, Connecticut, USA"
0144710,Richard S. Castellano,1933-09-04,"The Bronx, New York, USA"
0147503,Rene Ceballos,,
0149654,Elie Chaib,,
0151654,Chen Chang,1976-10-14,"Taipei, Taiwan"
0152638,David Chappelle,1973-08-24,"Washington, District of Columbia, USA"
0153182,Ian Charleson,1949-08-11,"Edinburgh, Scotland, UK"
0153738,Daveigh Chase,1990-07-24,"Los Angeles, California, USA"
0154226,Justin Chatwin,1982-10-31,"Nanaimo, British Columbia, Canada"
0154530,Andrew Chavez,,
0154804,Andrea Checchi,1916-10-21,"Florence, Tuscany, Italy"
0156187,Elizabeth Cheshire,1967-03-03,"Burbank, California, USA"
0159789,Hayden Christensen,1981-04-19,"Vancouver, British Columbia, Canada"
0160130,Mady Christians,1892-01-19,"Vienna, Austria"
0161862,Eduardo Ciannelli,1889-08-30,"Ischia, Italy"
0162541,Charles Cioffi,1935-10-31,"New York, New York, USA"
0162557,Augusta Ciolli,1901-05-19,
0162904,Leonid Citer,,
0163404,Ralph Clanton,1914-09-11,"Fresno, California, USA"
0166256,Ron Clements,1953-04-25,"Sioux City, Iowa, USA"
0168641,Fred Coe,1914-12-23,"Alligator, Mississippi, USA"
0170225,Nicholas Colasanto,1924-01-19,"Providence, Rhode Island, USA"
0170550,Gary Cole,1956-09-20,"Park Ridge, Illinois, USA"
0170713,Nat 'King' Cole,1919-03-17,"Montgomery, Alabama, USA"
0171513,Margaret Colin,1957-05-26,"Brooklyn, New York, USA"
0171873,William Collier Jr.,1902-02-12,"New York, New York, USA"
0172287,Eddie Collins,1883-01-30,"Atlantic City, New Jersey, USA"
0172615,Ray Collins,1889-12-10,"Sacramento, California, USA"
0172903,Ronald Colman,1891-02-09,"Richmond, Surrey, England, UK"
0173418,Pinto Colvig,1892-09-11,"Jacksonville, Oregon, USA"
0173714,Kathleen Comegys,1893-07-25,"Shreveport, Louisiana, USA"
0175369,Walter Connolly,1887-04-08,"Cincinnati, Ohio, USA"
0176073,Michael Constantine,1927-05-22,"Reading, Pennsylvania, USA"
0176867,Robert Coogan,1924-12-13,"Glendale, California, USA"
0177879,Ben Cooper,1930-09-30,"Hartford, Connecticut, USA"
0177933,Chris Cooper,1951-07-09,"Kansas City, Missouri, USA"
0178066,Gladys Cooper,1888-12-18,"Lewisham, London, England, UK"
0178114,Jackie Cooper,1922-09-15,"Los Angeles, California, USA"
0178176,Justin Cooper,1988-11-17,
0178997,Frank Coraci,1966-02-03,"New York, USA"
0179173,John Corbett,1961-05-09,"Wheeling, West Virginia, USA"
0179960,Annie Corley,,
0181305,Valentina Cortese,1925-01-01,"Milan, Lombardy, Italy"
0181902,George P. Cosmatos,1941-01-04,"Tuscany, Italy"
0181920,James Cosmo,1948-01-01,"Scotland, UK"
0181960,Ernest Cossart,1876-09-24,"Cheltenham, Gloucestershire, England, UK"
0183464,Bernie Coulson,,
0184429,Franklin Cover,1928-11-20,"Cleveland, Ohio, USA"
0185819,Daniel Craig,1968-01-01,"Chester, England, UK"
0185883,James Craig,1912-02-04,"Nashville, Tennessee, USA"
0187724,Wendy Crewson,1956-05-09,"Hamilton, Ontario, Canada"
0187769,Charles Crichton,1910-08-06,"Wallasey, Cheshire, England, UK"
0187886,Isa Crino,1930-09-15,"New York, New York, USA"
0187981,Donald Crisp,1880-07-27,"Bow, London, England, UK"
0188520,Declan Croghan,,
0190744,Marton Csokas,1966-06-30,New Zealand
0190859,Alfonso Cuaron,1961-11-28,"Mexico City, Distrito Federal, Mexico"
0191412,Rory Culkin,1989-07-21,"New York City, New York, USA"
0191745,Roland Culver,1900-08-21,"London, England, UK"
0191899,Irving Cummings,1888-10-09,"New York, New York, USA"
0191944,Quinn Cummings,1967-08-13,"Los Angeles, California, USA"
0192258,Cecil Cunningham,1888-08-02,"St. Louis, Missouri, USA"
0192801,Roland Curram,,"London, England, UK"
0192958,Finlay Currie,1878-01-20,"Edinburgh, Scotland, UK"
0194742,Arturo de Cordova,1908-05-08,"Merida, Yucatan, Mexico"
0195422,Alexander D'Arcy,1908-08-10,"Cairo, Egypt"
0196247,Howard Da Silva,1909-05-04,"Cleveland, Ohio, USA"
0197636,Stephen Daldry,1961-05-02,"Dorset, England, UK"
0200017,Lisa Daniels,,
0200122,William Daniels,1927-03-31,"Brooklyn, New York, USA"
0200981,Kim Darby,1948-07-08,"Los Angeles, California, USA"
0201227,Frank Darien,1876-03-18,"New Orleans, Louisiana, USA"
0201509,Eric Darnell,,
0202088,Jules Dassin,1911-12-18,"Middletown, Connecticut, USA"
0202501,Richard Davalos,1935-11-05,"New York, New York, USA"
0202589,Doris Davenport,1917-01-01,"Moline, Illinois, USA"
0202603,Jack Davenport,1973-03-01,"Suffolk, England, UK"
0206257,Rosario Dawson,1979-05-09,"New York, New York, USA"
0208772,Hermino De Guzman,,
0209340,George De La Pena,1955-01-01,"New York, New York, USA"
0214430,Eddie Deezen,1958-03-06,"Cumberland, Maryland, USA"
0215015,Nicole DeHuff,1975-01-06,"Oklahoma, USA"
0217935,Carol DeLuise,1935-08-04,"Hackensack, New Jersey, USA"
0222596,Andy Devine,1905-10-07,"Flagstaff, Arizona, USA"
0225767,Dawn Didawick,,
0226189,William Dieterle,1893-07-15,"Ludwigshafen am Rhein, Rhineland-Palatinate, Germany"
0226820,Stephen Dillane,,"London, England, UK"
0226858,Don Dillaway,1903-03-17,"New York, New York, USA"
0226887,Phyllis Diller,1917-07-17,"Lima, Ohio, USA"
0227039,Melinda Dillon,1939-10-13,"Hope, Arkansas, USA"
0227226,Joanne DiMauro,,
0227540,Mark Dindal,,"Columbus, Ohio, USA"
0228715,Richard Dix,1893-07-18,"St. Paul, Minnesota, USA"
0228853,Ivan Dixon,1931-04-06,"New York, New York, USA"
0229694,David Dobkin,1969-01-01,
0231946,Heather Donahue,1974-12-22,"Upper Darby, Pennsylvania, USA"
0232019,James Donald,1917-05-18,"Aberdeen, Aberdeenshire, Scotland, UK"
0232196,Robert Donat,1905-03-18,"Withington, Manchester, England, UK"
0233145,Alison Doody,1966-01-01,"Dublin, Ireland"
0233562,David Dorfman,1993-02-07,"Los Angeles, California, USA"
0234541,Roy Dotrice,1923-05-26,"Guernsey, Channel Islands, UK"
0235627,Peggy Dow,1928-03-18,"Columbia, Mississippi, USA"
0235835,Doris Dowling,1923-05-15,"Detroit, Michigan, USA"
0236866,Charles Drake,1917-10-02,"New York, New York, USA"
0237597,Marie Dressler,1868-11-09,"Cobourg, Ontario, Canada"
0238105,Robert Drivas,1938-11-21,"Chicago, Illinois, USA"
0238445,Joanne Dru,1922-01-31,"Logan, West Virginia, USA"
0240381,Hilary Duff,1987-09-28,"Houston, Texas, USA"
0240797,Dennis Dugan,1946-09-05,"Wheaton, Illinois, USA"
0241523,Douglass Dumbrille,1889-10-13,"Hamilton, Ontario, Canada"
0242041,Mary Duncan,1895-08-13,"Luttrellville, Virginia, USA"
0242656,Kevin Dunn,1956-02-26,"Chicago, Illinois, USA"
0242972,Mildred Dunnock,1901-01-25,"Baltimore, Maryland, USA"
0243454,June Duprez,1918-05-14,"Teddington, Middlesex, England, UK"
0243842,Giustino Durano,1923-05-05,"Brindisi, Italy"
0245112,Clea DuVall,1977-09-25,"Los Angeles, California, USA"
0245579,Franklin Dyall,1874-02-03,"Liverpool, England, UK"
0246004,Richard A. Dysart,1929-03-30,"Augusta, Maine, USA"
0249893,Cliff Edwards,1895-06-14,"Hannibal, Missouri, USA"
0251708,Jill Eikenberry,1947-01-21,"New Haven, Connecticut, USA"
0251755,Sally Eilers,1908-12-11,"New York, New York, USA"
0253141,John Eldredge,1904-08-30,"San Francisco, California, USA"
0254402,Chris Elliott,1960-05-31,"New York, New York, USA"
0258089,Rene Enriquez,1933-11-24,"San Francisco, California, USA"
0262635,Chris Evans,1981-06-13,"Sudbury, Massachusetts, USA"
0262725,Edith Evans,1888-02-08,"London, England, UK"
0262923,Josh Evans,1971-01-01,"New York, New York, USA"
0262968,Lee Evans,1964-02-25,"Avonmouth, Bristol, England, UK"
0263052,Maurice Evans,1901-06-03,"Dorchester, Dorset, England, UK"
0264236,Richard Eyre,1943-03-28,"Barnstaple, Devon, England, UK"
0264278,William Eythe,1918-04-07,"Mars, Pennsylvania, USA"
0265363,Peter Faiman,,
0266824,Dakota Fanning,1994-02-23,"Conyers, Georgia, USA"
0268190,Charles Farrell,1901-08-09,"Onset Bay, Massachusetts, USA"
0268199,Colin Farrell,1976-05-31,"Castleknock, Dublin, Ireland"
0268297,Nicholas Farrell,,
0268370,Bobby Farrelly,,"Cumberland, Rhode Island, USA"
0268380,Peter Farrelly,1956-12-17,"Phoenixville, Pennsylvania, USA"
0269463,Jon Favreau,1966-10-19,"Queens, New York, USA"
0269647,Alice Faye,1915-05-05,"New York, New York, USA"
0272059,Leslie Fenton,1902-03-12,"Liverpool, England, UK"
0274913,Pam Ferris,1948-01-01,"Hannover, Lower Saxony, West Germany"
0277975,Frank Finlay,1926-08-06,"Farnworth, Lancashire, England, UK"
0278052,Karen Finley,1956-01-01,"Evanston, Illinois, USA"
0279472,Eddie Fisher,1928-08-10,"Philadelphia, Pennsylvania, USA"
0279545,Isla Fisher,1976-02-03,"Muscat, Oman"
0280178,Barry Fitzgerald,1888-03-10,"Dublin, Ireland"
0280242,Geraldine Fitzgerald,1913-11-24,"Dublin, Ireland"
0280707,Paul Fix,1901-03-13,"Dobbs Ferry, New York, USA"
0281486,Charles Fleischer,1950-08-27,"Washington, District of Columbia, USA"
0281808,Victor Fleming,1883-02-23,"Pasadena, California, USA"
0282665,Carol Florence,,
0285922,Wallace Ford,1898-02-12,"Bolton, Lancashire, England, UK"
0286335,David Forman,,
0288003,Preston Foster,1900-08-24,"Ocean City, New Jersey, USA"
0288976,Emilia Fox,1974-01-01,"England, UK"
0289038,James Fox,1939-05-19,"London, England, UK"
0290556,James Franco,1978-04-19,"Palo Alto, California, USA"
0291035,Melvin Frank,1913-08-13,"Chicago, Illinois, USA"
0291512,Pamela Franklin,1950-02-03,"Yokohama, Japan"
0291548,Sidney Franklin,1893-03-21,"San Francisco, California, USA"
0293455,Jonathan Freeman,1950-02-05,"Cleaveland, Ohio, USA"
0293550,Paul Freeman,1943-01-18,"Barnet, Hertfordshire, England, UK"
0298807,Antoine Fuqua,1966-01-19,"Pittsburgh, Pennsylvania, USA"
0300265,Mike Gabriel,,
0300866,Stephen Gaghan,1965-05-06,"Louisville, Kentucky, USA"
0301348,Richard Gaines,1904-07-23,"Oklahoma City, Oklahoma, USA"
0306696,Vincent Gardenia,1922-01-07,"Naples, Italy"
0308882,Lorraine Gary,1937-08-16,"New York, New York, USA"
0309588,Larry Gates,1915-09-24,"St. Paul, Minnesota, USA"
0310850,Nona Gaye,1974-09-04,"Washington, District of Columbia, USA"
0310980,Janet Gaynor,1906-10-06,"Philadelphia, Pennsylvania, USA"
0314358,Claudia Gerini,1971-12-18,"Rome, Italy"
0314671,Clyde Geronimi,1901-06-12,Italy
0314776,Daniel Gerroll,1951-10-16,"London, England, UK"
0314867,Betty Lou Gerson,1914-04-20,"Chattanooga, Tennessee, USA"
0316079,Paul Giamatti,1967-06-06,"New York, USA"
0316284,Giancarlo Giannini,1942-08-01,"La Spezia, Italy"
0316701,Mary Gibbs,1996-01-01,
0318527,Jack Gilford,1908-07-25,"New York, New York, USA"
0320006,Hermione Gingold,1897-12-09,"London, England, UK"
0322299,James Gleason,1882-05-23,"New York, New York, USA"
0322407,Brendan Gleeson,1955-11-09,"Belfast, Ireland, UK"
0322513,Iain Glen,1961-06-24,"Edinburgh, Scotland, UK"
0323344,Carlin Glynn,1940-02-19,
0325959,Lelia Goldoni,,"New York, New York, USA"
0326809,Minna Gombell,1892-05-28,"Baltimore, Maryland, USA"
0327160,Allison Gompf,,
0328604,Milton Goncalves,1933-12-09,"Monte Santo, MG, Brazil"
0328751,Caroline Goodall,1959-11-13,"London, England, UK"
0329433,Bill Goodwin,1910-07-28,"San Francisco, California, USA"
0329773,Alicia Goranson,1974-06-22,"Evanston, Illinois, USA"
0330456,Michael Gordon,1909-09-06,"Baltimore, Maryland, USA"
0330619,Steve Gordon,1938-01-01,"Chester, Pennsylvania, USA"
0330961,Marius Goring,1912-05-23,"Newport, Isle of Wight, England, UK"
0331186,Karen Lynn Gorney,1945-01-28,"Beverly Hills, California, USA"
0331532,Raja Gosnell,1958-01-02,"Los Angeles, California, USA"
0332539,Edmund Goulding,1891-03-20,"Feltham, Middlesex, England, UK"
0334175,Kyle Graham,,
0334375,Margot Grahame,1911-02-20,"Canterbury, Kent, England, UK"
0334581,Albert Gran,1862-08-04,"Bergen, Norway"
0335519,Lee Grant,1927-10-31,"New York, New York, USA"
0335788,Charley Grapewin,1869-12-20,"Xenia, Ohio, USA"
0337595,Alfred E. Green,1889-07-11,"Perris, California, USA"
0337885,Guy Green,1913-11-05,"Somerset, England, UK"
0338191,Mitzi Green,1920-10-22,"The Bronx, New York, USA"
0338901,Richard Greene,1918-08-25,"Plymouth, Devon, England, UK"
0339030,Paul Greengrass,1955-08-13,"Cheam, Surrey, England, UK"
0339304,Bruce Greenwood,1956-08-12,"Noranda, Quebec, Canada"
0339343,Joan Greenwood,1921-03-04,"Chelsea, London, England, UK"
0340706,Virginia Grey,1917-03-22,"Los Angeles, California, USA"
0340926,Helmut Griem,1932-04-06,"Hamburg, Germany"
0341124,Bob Griffin,,
0341464,Corinne Griffith,1894-11-24,"Texarkana, Texas, USA"
0341518,Hugh Griffith,1912-05-30,"Marian Glas, Anglesey, Wales, UK"
0341743,Richard Griffiths,1947-07-31,"Thornaby-on-Tees, Cleveland, England, UK"
0342488,Rupert Grint,1988-08-24,"Hertfordshire, England, UK"
0343260,Ulu Grosbard,1929-01-09,"Antwerp, Antwerp, Belgium"
0344435,Ioan Gruffudd,1973-10-06,"Cardiff, Wales, UK"
0347858,David Gulpilil,1953-07-01,"Maningrida, Arnhem Land, Northern Territory, Australia"
0348409,Bob Gunton,1945-11-15,"Santa Monica, California, USA"
0350079,Luis Guzman,1957-01-01,"Cayey, Puerto Rico"
0350250,Georges Guetary,1915-02-08,"Alexandria, Egypt"
0350324,Edmund Gwenn,1875-09-26,"Vale of Glamorgan, Wales, UK"
0350453,Jake Gyllenhaal,1980-12-19,"Los Angeles, California, USA"
0353467,Uta Hagen,1919-06-12,"Gottingen, Germany"
0353673,Paul Haggis,1953-03-10,"London, Ontario, Canada"
0353916,Jess Hahn,1921-10-29,"Terre Haute, Indiana, USA"
0354279,Randa Haines,1945-02-20,"Los Angeles, California, USA"
0358069,Murray Hamilton,1923-03-24,"Washington, North Carolina, USA"
0358076,Neil Hamilton,1899-09-09,"Lynn, Massachusetts, USA"
0359774,Anne Haney,1934-03-04,"Memphis, Tennessee, USA"
0360567,Laurence Hanray,1874-05-16,"London, England, UK"
0361823,Haya Harareet,1931-09-20,"Haifa, Israel"
0362567,Cedric Hardwicke,1893-02-19,"Stourbridge, England, UK"
0364455,Barbara Harris,1935-07-25,"Evanston, Illinois, USA"
0364915,Julie Harris,1925-12-02,"Grosse Point Park, Michigan, USA"
0365201,Phil Harris,1904-06-24,"Linton, Indiana, USA"
0365281,Rosemary Harris,1927-09-19,"Ashby, Suffolk, England, UK"
0366667,Leslie Harter Zemeckis,,
0366946,Elizabeth Hartman,1943-12-23,"Youngstown, Ohio, USA"
0368516,Signe Hasso,1910-08-15,"Stockholm, Sweden"
0368871,Henry Hathaway,1898-03-13,"Sacramento, California, USA"
0369513,Cole Hauser,1975-03-22,"Santa Barbara, California, USA"
0369814,Nigel Havers,1949-11-06,"London, England, UK"
0370144,Jack Hawkins,1910-09-14,"Wood Green, London, England, UK"
0370564,Sessue Hayakawa,1889-06-10,"Nanaura, Chiba, Japan"
0370821,Richard Haydn,1905-03-10,"London, England, UK"
0371040,Helen Hayes,1900-10-10,"Washington, District of Columbia, USA"
